3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999977111816406250e+02
3.000000000000000000e+02,2.999997138977050781e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999997138977050781e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.997070312500000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.952924728393554688e+02,2.999979972839355469e+02
2.960243225097656250e+02,3.000000000000000000e+02
2.952927589416503906e+02,2.999997138977050781e+02
3.000000000000000000e+02,2.999816894531250000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999997138977050781e+02,3.000000000000000000e+02
2.952921867370605469e+02,2.999994277954101562e+02
3.000000000000000000e+02,2.999994277954101562e+02
3.000000000000000000e+02,2.999261856079101562e+02
2.960246086120605469e+02,2.999819755554199219e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999954223632812500e+02,3.000000000000000000e+02
2.998535156250000000e+02,2.990484237670898438e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999977111816406250e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999991416931152344e+02,2.999997138977050781e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.997247695922851562e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999994277954101562e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.952927589416503906e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.997070312500000000e+02,2.999997138977050781e+02
2.999908447265625000e+02,3.000000000000000000e+02
2.998535156250000000e+02,3.000000000000000000e+02
2.999765396118164062e+02,3.000000000000000000e+02
2.999997138977050781e+02,3.000000000000000000e+02
2.952921867370605469e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999633789062500000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.988954806459994415e+02
2.999988555908203125e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999997138977050781e+02,3.000000000000000000e+02
2.999630928039550781e+02,2.989555621279330353e+02
2.952924728393554688e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999988555908203125e+02,2.999977111816406250e+02
2.999997138977050781e+02,2.999994277954101562e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.952924728393554688e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.952924728393554688e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.988957667482943634e+02
3.000000000000000000e+02,2.999997138977050781e+02
3.000000000000000000e+02,2.999977111816406250e+02
2.998532295227050781e+02,3.000000000000000000e+02
2.999908447265625000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.997070312500000000e+02
2.952924728393554688e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.953290939331054688e+02,2.999977111816406250e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999997138977050781e+02
3.000000000000000000e+02,2.999971389770507812e+02
2.999997138977050781e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999977111816406250e+02
3.000000000000000000e+02,2.988252639770507812e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999997138977050781e+02
3.000000000000000000e+02,2.999542236328125000e+02
3.000000000000000000e+02,2.988954806459994415e+02
2.999954223632812500e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999974250793457031e+02
2.999991416931152344e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.994117736816406250e+02
2.997064590454101562e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999899864196777344e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.952927589416503906e+02,2.999974250793457031e+02
2.983675003051757812e+02,2.999997138977050781e+02
2.952558517456054688e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.958417892456054688e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.999997138977050781e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999997138977050781e+02,2.999974250793457031e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.996887207031250000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,2.989555621279330353e+02
2.999994277954101562e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
3.000000000000000000e+02,3.000000000000000000e+02
2.999997138977050781e+02,2.999997138977050781e+02
2.960254669189453125e+02,2.999997138977050781e+02
