2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
2.999999000000000251e+02,2.999999000000000251e+02,9.999989999999999668e+01,2.999999000000000251e+02,-1.999998999999999967e+02
